CustomerID,Recency,Frequency,Monetary,Segment
14536,260,1,171.8,Hibernating
14537,58,1,355.56,Normal
14538,65,2,388.25,Need Attention
14539,16,2,537.48,Potential Loyalist
14540,10,3,996.26,Potential Loyalist
14541,59,8,1461.65,Loyal
14542,186,1,103.25,Hibernating
14543,29,16,3630.33,Champions
14544,24,2,2024.45,Potential Loyalist
14546,5,5,2578.09,Champions
14547,4,8,4007.54,Champions
14548,151,2,652.8,At Risk
14549,311,1,289.24,Hibernating
14550,11,2,765.62,Potential Loyalist
14551,18,2,186.23,Normal
14552,152,1,165.07,Hibernating
14553,19,5,859.27,Loyal
14554,10,4,2381.04,Champions
14555,57,2,324.14,Need Attention
14557,85,1,788.38,Hibernating
14560,7,22,2237.77,Champions
14561,76,3,1080.76,At Risk
14562,4,18,5074.77,Champions
14565,96,4,3099.12,At Risk
14566,111,1,1432.0,Hibernating
14567,57,2,1530.3600000000001,Need Attention
14569,1,1,227.39,New Customer
14570,281,2,218.06,Normal
14572,3,7,2832.84,Champions
14573,180,9,1653.42,Can't Lose
14576,372,1,35.400000000000006,Hibernating
14577,13,4,859.71,Loyal
14578,3,1,168.63,New Customer
14581,17,1,138.6,New Customer
14582,41,1,114.11,Normal
14583,6,5,1052.55,Champions
14584,169,4,1042.26,At Risk
14585,50,1,157.05,Normal
14586,277,1,237.36,Hibernating
14587,19,9,1601.14,Champions
14589,372,1,39.75,Hibernating
14591,15,4,1447.14,Champions
14592,35,3,570.46,Need Attention
14593,22,3,617.99,Potential Loyalist
14594,7,2,379.83,Potential Loyalist
14595,20,6,1740.6,Champions
14597,11,2,883.15,Potential Loyalist
14598,44,1,221.97,Normal
14600,306,1,393.33000000000004,Hibernating
14601,11,1,213.96,New Customer
14603,275,1,660.0,Hibernating
14606,1,93,12156.65,Champions
14607,16,14,16569.5,Champions
14608,4,4,1785.15,Champions
14609,72,4,601.56,Loyal
14616,243,3,406.08000000000004,Normal
14618,9,3,553.44,Potential Loyalist
14619,246,1,394.44,Hibernating
14620,206,2,412.78000000000003,Normal
14621,1,5,1788.3600000000001,Champions
14622,185,1,320.58000000000004,Hibernating
14623,32,5,889.25,Loyal
14624,57,2,225.85,Normal
14625,196,2,899.63,At Risk
14626,24,4,2791.27,Champions
14628,91,2,671.96,At Risk
14629,4,2,959.01,Potential Loyalist
14631,51,3,1006.98,Need Attention
14632,263,1,114.56,Hibernating
14633,266,1,344.90000000000003,Hibernating
14636,36,2,609.85,Need Attention
14638,51,1,443.6,Normal
14639,52,6,2984.49,Loyal
14640,24,6,2125.08,Champions
14641,22,1,110.46,New Customer
14642,59,1,96.12,Normal
14643,170,2,693.8100000000001,At Risk
14644,68,2,830.76,Need Attention
14645,157,2,597.09,At Risk
14646,2,73,280206.02,Champions
14647,201,1,243.22,Hibernating
14649,5,4,1417.29,Champions
14651,67,2,654.6,Need Attention
14652,77,1,114.18,Hibernating
14653,1,7,1947.55,Champions
14655,8,4,1932.23,Champions
14656,169,2,291.05,Normal
14657,18,4,848.22,Loyal
14658,5,2,247.15,Normal
14659,9,9,2529.93,Champions
14660,87,2,285.74,Normal
14661,27,1,107.95,New Customer
14662,29,4,771.17,Loyal
14664,20,2,637.89,Potential Loyalist
14665,61,5,1835.7,Loyal
14666,24,1,195.25,New Customer
14667,11,25,9241.2,Champions
14669,242,3,1269.99,At Risk
14670,280,2,411.53,Normal
14672,235,2,765.55,At Risk
14673,3,5,1736.4,Champions
14675,16,1,604.75,New Customer
14676,31,6,2548.2400000000002,Champions
14680,25,16,28754.11,Champions
14681,71,3,498.95,Need Attention
14682,188,2,52.0,Normal
14684,26,5,1236.28,Champions
14687,107,1,628.38,Hibernating
14688,8,21,5630.87,Champions
14689,209,1,112.8,Hibernating
14690,44,2,371.7,Need Attention
14691,31,5,2114.33,Champions
14692,137,4,591.55,At Risk
14693,265,1,172.9,Hibernating
14696,4,7,2078.95,Champions
14697,218,2,188.60999999999999,Normal
14698,2,5,1250.76,Champions
14699,214,1,109.13000000000001,Hibernating
14700,32,3,2235.3,Potential Loyalist
14701,11,9,2549.37,Champions
14702,1,17,3292.14,Champions
14703,15,1,318.17,New Customer
14704,11,9,1546.91,Champions
14705,199,1,179.0,Hibernating
14708,3,3,1126.37,Potential Loyalist
14709,15,13,4921.04,Champions
14710,14,4,606.13,Loyal
14711,10,11,2868.8,Champions
14712,29,3,917.07,Potential Loyalist
14713,9,11,2666.36,Champions
14714,24,1,160.19,New Customer
14715,25,4,867.38,Loyal
14716,43,2,329.68,Need Attention
14719,2,5,1602.13,Champions
14720,6,3,663.81,Potential Loyalist
14722,147,1,187.92000000000002,Hibernating
14723,10,6,1158.3,Champions
14725,25,1,718.08,New Customer
14727,274,1,268.58,Hibernating
14729,374,1,313.49,Hibernating
14730,1,8,2005.06,Champions
14731,47,3,380.02,Need Attention
14732,8,8,2702.4900000000002,Champions
14733,16,12,9585.91,Champions
14735,4,32,6065.69,Champions
14737,4,3,1164.55,Potential Loyalist
14738,43,7,1314.45,Loyal
14739,4,7,3902.28,Champions
14740,197,3,1448.21,At Risk
14741,12,6,1400.34,Champions
14744,16,7,1099.98,Champions
14745,113,5,1220.26,At Risk
14747,249,1,328.2,Hibernating
14748,29,5,1415.75,Champions
14752,44,1,389.64,Normal
14753,87,1,563.15,Hibernating
14754,45,2,638.05,Need Attention
14755,10,11,5010.28,Champions
14756,15,1,738.96,New Customer
14757,75,1,420.5,Hibernating
14758,145,4,1484.06,At Risk
14759,5,3,1625.97,Potential Loyalist
14760,297,1,89.2,Hibernating
14761,59,2,255.9,Need Attention
14762,264,1,300.52,Hibernating
14764,47,1,278.3,Normal
14765,29,3,254.11,Potential Loyalist
14766,8,6,2473.37,Champions
14768,17,2,192.60000000000002,Normal
14769,3,8,10674.75,Champions
14770,232,2,876.42,At Risk
14772,112,1,139.26,Hibernating
14775,58,3,1011.9,Need Attention
14776,51,11,2538.3,Loyal
14778,127,2,730.86,At Risk
14779,281,3,386.15,Normal
14780,55,2,447.68,Need Attention
14782,320,1,200.10000000000002,Hibernating
14784,26,2,289.99,Potential Loyalist
14785,10,2,77.4,Normal
14788,7,2,679.4399999999999,Potential Loyalist
14789,29,1,197.64,New Customer
14790,17,4,745.06,Loyal
14792,64,1,6.2,Normal
14793,21,1,228.99,New Customer
14794,3,7,1319.91,Champions
14795,166,1,131.45000000000002,Hibernating
14796,1,17,8022.49,Champions
14798,53,3,173.74,Normal
14799,51,1,157.7,Normal
14800,48,12,4339.74,Loyal
14801,61,1,193.14,Normal
14803,162,3,845.55,At Risk
14804,9,1,353.27,New Customer
14805,15,4,554.65,Loyal
14806,75,1,193.39000000000001,Hibernating
14808,40,8,2741.17,Loyal
14810,41,11,2087.88,Loyal
14813,370,2,155.43,Normal
14815,37,2,778.5,Need Attention
14816,197,1,271.85,Hibernating
14817,200,2,1110.34,At Risk
14818,74,3,657.8,At Risk
14819,64,2,272.07,Need Attention
14820,21,4,507.29,Loyal
14821,367,1,48.800000000000004,Hibernating
14823,180,3,321.43,Normal
14824,10,4,1127.71,Champions
14825,4,12,2226.91,Champions
14828,197,3,2139.76,At Risk
14829,29,4,697.55,Loyal
14830,53,1,197.13,Normal
14834,18,6,1720.3,Champions
14836,10,3,102.44999999999999,Normal
14837,90,4,1649.5,At Risk
14840,268,1,62.85,Hibernating
14841,53,6,3295.76,Loyal
14842,44,4,2824.69,Loyal
14844,64,4,3189.81,Loyal
14847,149,1,309.4,Hibernating
14849,22,25,7930.54,Champions
14850,312,1,325.75,Hibernating
14851,23,2,511.35,Potential Loyalist
14852,58,6,2836.69,Loyal
14853,24,2,475.8,Potential Loyalist
14854,78,7,2759.83,At Risk
14855,119,2,645.65,At Risk
14856,36,3,1311.3799999999999,Need Attention
14857,60,2,1173.12,Need Attention
14859,13,4,1353.74,Champions
14860,19,1,170.32,New Customer
14861,52,1,125.79,Normal
14862,26,2,841.1999999999999,Potential Loyalist
14863,29,1,266.76,New Customer
14865,7,2,52.2,Normal
14866,11,12,14389.9,Champions
14867,186,3,710.28,At Risk
14868,3,8,2953.59,Champions
14869,9,2,725.7,Potential Loyalist
14870,262,1,327.25,Hibernating
14871,3,4,522.38,Loyal
14873,210,1,519.68,Hibernating
14875,108,2,1465.3200000000002,At Risk
14878,13,9,1485.54,Champions
14880,77,3,706.19,At Risk
14881,20,1,255.4,New Customer
14882,27,2,589.7,Potential Loyalist
14883,19,6,761.59,Loyal
14885,132,1,765.3199999999999,Hibernating
14886,253,1,364.8,Hibernating
14887,79,1,1862.0,Hibernating
14888,207,1,369.2,Hibernating
14889,336,1,135.9,Hibernating
14890,254,1,125.65,Hibernating
14891,148,2,554.38,At Risk
14893,10,2,1237.8500000000001,Potential Loyalist
14894,85,1,655.75,Hibernating
14895,8,20,11138.710000000001,Champions
14896,205,2,468.77000000000004,Normal
14897,8,4,1366.38,Champions
14898,23,6,1303.52,Champions
14901,11,9,1421.29,Champions
14902,26,1,332.66,New Customer
14903,21,5,2810.63,Champions
14904,2,2,1025.44,Potential Loyalist
14905,158,2,616.15,At Risk
14907,3,7,3501.1,Champions
14908,74,1,277.8,Hibernating
14910,3,4,434.35,Potential Loyalist
14911,1,201,143825.06,Champions
14912,17,2,867.85,Potential Loyalist
14913,36,4,1227.43,Loyal
14915,91,2,307.48,Normal
14916,71,4,1268.98,Loyal
14918,116,2,1610.15,At Risk
14920,213,2,977.77,At Risk
14921,30,2,1316.07,Potential Loyalist
14923,51,1,749.1,Normal
14924,246,1,310.05,Hibernating
14929,32,1,223.88,New Customer
14930,109,3,2372.86,At Risk
14931,5,5,1257.68,Champions
14932,366,1,363.53,Hibernating
14934,82,2,1890.94,At Risk
14935,297,1,1784.71,Hibernating
14936,34,8,8137.02,Loyal
14937,57,3,1621.88,Need Attention
14944,30,12,5900.25,Champions
14946,14,1,100.9,New Customer
14947,72,2,290.82,Need Attention
14948,23,6,1101.97,Champions
14950,19,1,371.2,New Customer
14951,79,1,311.69,Hibernating
14952,60,11,8099.49,Loyal
14953,25,1,289.82,New Customer
14954,12,1,336.17,New Customer
14957,253,1,58.49,Hibernating
14958,147,3,499.68,At Risk
14959,64,4,695.42,Loyal
14960,8,2,221.27,Normal
14961,11,9,7044.68,Champions
14962,271,1,126.7,Hibernating
14963,10,5,1487.8,Champions
14964,247,1,206.21,Hibernating
14965,96,2,599.0,At Risk
14966,15,1,191.32,New Customer
14967,50,1,463.8,Normal
14968,30,1,147.59,New Customer
14970,68,4,1592.06,Loyal
14971,35,3,1116.57,Need Attention
14972,128,1,114.77,Hibernating
14973,107,3,1314.45,At Risk
14974,37,1,114.39,Normal
14975,57,1,279.94,Normal
14976,57,7,790.86,Loyal
14978,72,5,1931.42,Loyal
14981,246,1,102.12,Hibernating
14984,19,2,213.27,Normal
14985,198,2,296.75,Normal
14987,16,2,326.4,Potential Loyalist
14988,212,1,334.54,Hibernating
14995,39,2,233.23000000000002,Normal
14997,46,3,546.1999999999999,Need Attention
14998,170,2,429.87,Normal
15000,48,1,490.52,Normal
15002,116,4,1641.76,At Risk
15004,147,1,1246.32,Hibernating
15005,16,28,6316.57,Champions
15006,51,1,502.09,Normal
15007,159,1,156.91,Hibernating
15009,12,3,1261.78,Potential Loyalist
15010,36,1,308.94,Normal
15012,54,2,423.04,Need Attention
15014,43,2,260.17,Need Attention
15016,173,1,170.04,Hibernating
15017,34,1,125.58,Normal
15018,39,3,496.21000000000004,Need Attention
15019,267,1,266.0,Hibernating
15021,9,9,1914.82,Champions
15022,12,4,905.04,Loyal
15023,3,11,6802.76,Champions
15024,10,10,1661.33,Champions
15025,33,1,377.01,New Customer
15026,80,3,469.0,Normal
15027,31,4,1066.1499999999999,Champions
15028,8,4,627.13,Loyal
15030,72,2,518.28,Need Attention
15031,4,4,668.14,Loyal
15032,256,3,4959.1,At Risk
15033,5,10,2586.67,Champions
15034,16,8,4308.61,Champions
15035,90,1,252.73000000000002,Hibernating
15036,72,3,465.55,Need Attention
15038,59,6,705.49,Loyal
15039,10,47,19914.44,Champions
15041,170,1,180.35,Hibernating
15042,199,1,135.93,Hibernating
15043,31,1,537.0,New Customer
15044,19,17,7700.2300000000005,Champions
15045,152,2,735.66,At Risk
15046,9,15,5213.7699999999995,Champions
15047,270,1,343.62,Hibernating
15048,65,4,384.05,Need Attention
15049,274,1,121.17000000000002,Hibernating
15050,25,3,1782.09,Potential Loyalist
15051,23,3,1391.61,Potential Loyalist
15052,319,1,215.78,Hibernating
15053,5,3,697.79,Potential Loyalist
15054,12,2,302.1,Potential Loyalist
15057,275,2,1489.5,At Risk
15058,25,11,2124.9900000000002,Champions
15059,41,9,1337.72,Loyal
15060,8,4,303.09,Potential Loyalist
15061,4,48,54534.14,Champions
15062,71,4,987.86,Loyal
15063,213,1,370.79999999999995,Hibernating
15065,38,4,3158.13,Loyal
15066,53,1,893.59,Normal
15067,78,3,1744.76,At Risk
15068,46,2,553.36,Need Attention
15069,179,1,1109.53,Hibernating
15070,373,1,106.2,Hibernating
15071,94,2,982.07,At Risk
15073,10,3,1043.41,Potential Loyalist
15074,105,1,748.87,Hibernating
15075,78,1,773.03,Hibernating
15076,173,1,880.85,Hibernating
15078,7,32,9743.11,Champions
15079,213,4,895.61,At Risk
15081,22,5,504.8,Loyal
15083,257,1,88.2,Hibernating
15087,282,1,306.94,Hibernating
15088,21,2,1160.07,Potential Loyalist
15089,10,6,2420.84,Champions
15090,308,1,381.32,Hibernating
15091,68,1,480.71,Normal
15092,215,2,457.81,Normal
15093,18,6,4597.02,Champions
15095,104,4,1370.6,At Risk
15096,43,1,219.39000000000001,Normal
15097,4,1,248.08,New Customer
15098,182,3,39916.5,At Risk
15099,84,1,410.48,Hibernating
15100,334,3,876.0,At Risk
15101,9,2,317.53,Potential Loyalist
15103,31,2,703.36,Potential Loyalist
15104,197,2,1027.44,At Risk
15105,18,7,2298.93,Champions
15106,18,5,1422.52,Champions
15107,311,6,319.5,Normal
15108,142,4,1300.25,At Risk
15109,246,1,484.95,Hibernating
15110,24,4,996.1,Champions
15111,29,3,1567.48,Potential Loyalist
15113,10,3,3609.33,Potential Loyalist
15114,30,10,2760.56,Champions
15115,18,1,340.11,New Customer
15116,18,4,1352.75,Champions
15117,15,5,1551.78,Champions
15118,134,1,244.8,Hibernating
15119,246,1,266.4,Hibernating
15120,134,1,358.82,Hibernating
15121,50,2,457.72,Need Attention
15122,114,3,1633.78,At Risk
15123,7,2,2199.31,Potential Loyalist
15124,23,2,184.19,Normal
15125,25,15,11528.48,Champions
15127,66,1,406.53,Normal
15128,60,4,1471.0,Loyal
15129,50,11,3447.4,Loyal
15130,170,1,330.11,Hibernating
15132,18,5,977.9300000000001,Champions
15133,128,3,982.42,At Risk
15134,15,8,1387.99,Champions
15135,239,1,139.05,Hibernating
15136,3,4,1286.7,Champions
15139,240,2,178.96,Normal
15140,52,7,2354.25,Loyal
15142,46,1,498.74,Normal
15143,226,1,259.45,Hibernating
15144,8,17,6580.44,Champions
15145,4,4,1194.73,Champions
15146,165,2,1327.16,At Risk
15147,240,1,623.5,Hibernating
15148,11,1,301.29,New Customer
15149,134,1,520.8000000000001,Hibernating
15150,17,10,5314.47,Champions
15152,10,13,4745.69,Champions
15153,31,1,329.25,New Customer
15154,75,1,296.42,Hibernating
15156,1,3,961.49,Potential Loyalist
15157,4,3,1936.07,Potential Loyalist
15158,45,1,401.40000000000003,Normal
15159,2,30,18641.010000000002,Champions
15160,357,1,158.16,Hibernating
15163,18,2,304.47,Potential Loyalist
15164,69,3,843.05,Need Attention
15165,373,1,487.75,Hibernating
15167,321,1,163.0,Hibernating
15168,26,1,106.56,New Customer
15171,331,1,1289.5,Hibernating
15172,9,5,1624.05,Champions
15174,323,1,135.75,Hibernating
15175,72,1,224.14,Normal
15178,260,1,40.5,Hibernating
15179,18,5,2206.95,Champions
15180,367,1,87.5,Hibernating
15181,66,3,689.4799999999999,Need Attention
15182,154,2,622.85,At Risk
15184,29,2,406.76,Potential Loyalist
15185,70,1,310.62,Normal
15186,14,2,411.41,Potential Loyalist
15187,2,16,4777.18,Champions
15189,1,41,16225.39,Champions
15192,120,3,1044.32,At Risk
15193,61,1,499.32,Normal
15194,3,15,7616.53,Champions
15195,3,1,3861.0,New Customer
15197,11,3,1079.6100000000001,Potential Loyalist
15198,92,2,193.64,Normal
15199,59,4,1268.7,Loyal
15201,87,5,1236.54,At Risk
15203,26,6,1827.8,Champions
15204,357,1,316.58,Hibernating
15205,85,2,653.24,At Risk
15206,10,4,420.29999999999995,Potential Loyalist
15208,1,5,870.12,Loyal
15210,225,1,331.18,Hibernating
15211,60,2,894.4100000000001,Need Attention
15212,241,1,101.8,Hibernating
15213,319,2,328.35,Normal
15214,2,8,1661.44,Champions
15215,47,3,734.94,Need Attention
15216,88,1,96.6,Hibernating
15218,11,11,5756.89,Champions
15219,176,1,305.75,Hibernating
15220,52,6,1778.96,Loyal
15221,366,1,403.25,Hibernating
15222,319,1,585.0,Hibernating
15223,226,2,755.75,At Risk
15224,358,2,322.08,Normal
15225,234,1,409.40000000000003,Hibernating
15226,311,1,154.41,Hibernating
15227,37,5,1219.4,Loyal
15228,66,4,3386.71,Loyal
15230,239,2,429.6,Normal
15232,113,2,612.06,At Risk
15234,277,1,197.0,Hibernating
15235,218,12,2247.51,Can't Lose
15236,299,1,321.05,Hibernating
15237,2,4,1412.32,Champions
15238,29,3,1071.99,Potential Loyalist
15239,10,2,780.59,Potential Loyalist
15240,45,5,1706.57,Loyal
15241,67,8,1756.44,Loyal
15243,74,1,316.68,Hibernating
15244,65,2,631.57,Need Attention
15245,134,3,2515.84,At Risk
15246,238,2,514.15,At Risk
15247,122,1,356.0,Hibernating
15249,32,13,6688.46,Champions
15251,9,11,10484.99,Champions
15252,36,2,740.78,Need Attention
15253,16,5,918.1999999999999,Loyal
15254,127,1,300.36,Hibernating
15255,67,1,890.85,Normal
15256,149,1,98.45,Hibernating
15257,283,1,317.15,Hibernating
15258,169,2,623.16,At Risk
15260,100,7,1810.77,At Risk
15261,135,1,254.82,Hibernating
15262,324,1,178.95000000000002,Hibernating
15263,107,1,156.51,Hibernating
15264,64,1,393.74,Normal
15265,151,2,1506.1200000000001,At Risk
15266,338,1,119.3,Hibernating
15267,22,5,1717.36,Champions
15269,24,1,408.8,New Customer
15270,16,7,2379.49,Champions
15271,7,15,2507.07,Champions
15272,57,2,721.94,Need Attention
15274,4,2,716.57,Potential Loyalist
15275,38,1,615.14,Normal
15276,66,1,135.31,Normal
15277,47,1,255.89999999999998,Normal
15279,355,1,290.51,Hibernating
15280,172,1,113.12,Hibernating
15281,59,9,2332.15,Loyal
15286,50,1,240.55,Normal
15287,22,2,486.69,Potential Loyalist
15288,43,5,2306.52,Loyal
15289,29,3,939.78,Potential Loyalist
15290,5,18,7943.22,Champions
15291,26,15,4668.3,Champions
15292,201,1,180.94,Hibernating
15296,51,6,3672.86,Loyal
15297,10,3,641.94,Potential Loyalist
15298,2,12,4799.9,Champions
15299,67,7,4507.01,Loyal
15300,64,1,496.44,Normal
15301,51,12,5070.35,Loyal
15303,290,1,574.02,Hibernating
15304,61,8,694.4000000000001,Loyal
15306,64,3,1174.35,Need Attention
15307,96,1,205.3,Hibernating
15308,274,1,310.47,Hibernating
15311,1,91,60767.9,Champions
15312,75,4,924.85,At Risk
15313,110,1,52.0,Hibernating
15314,199,1,327.97,Hibernating
15315,64,2,570.5,Need Attention
15316,327,1,165.0,Hibernating
15318,4,1,312.62,New Customer
15319,284,1,204.5,Hibernating
15320,44,1,267.13,Normal
15321,71,3,2748.31,Need Attention
15322,86,1,679.68,Hibernating
15325,104,1,162.29,Hibernating
15326,334,1,311.71,Hibernating
15327,53,1,208.75,Normal
15329,39,3,1049.7,Need Attention
15330,32,2,714.96,Potential Loyalist
15332,366,4,1661.06,Can't Lose
15333,208,1,1028.56,Hibernating
15334,157,3,351.67,Normal
15335,54,1,173.97,Normal
15339,66,2,574.07,Need Attention
15341,81,1,2020.52,Hibernating
15342,130,1,406.09,Hibernating
15343,87,1,364.5,Hibernating
15344,1,3,563.94,Potential Loyalist
15345,46,1,393.54,Normal
15346,333,1,252.42000000000002,Hibernating
15347,366,1,201.60000000000002,Hibernating
15348,72,1,158.04,Normal
15349,158,2,473.81,Normal
15350,373,1,115.65,Hibernating
15351,12,7,1960.1100000000001,Champions
15353,255,2,777.02,At Risk
15355,29,2,277.05,Potential Loyalist
15356,31,10,2766.5,Champions
15358,5,22,8347.2,Champions
15360,40,1,427.93,Normal
15361,362,1,418.92,Hibernating
15363,373,1,326.0,Hibernating
15364,96,2,913.19,At Risk
15365,26,7,2314.32,Champions
15366,75,2,602.51,At Risk
15367,57,4,1877.59,Loyal
15368,21,1,446.94000000000005,New Customer
15370,41,7,2386.05,Loyal
15372,137,1,2007.3999999999999,Hibernating
15373,8,12,2415.91,Champions
15374,129,1,168.0,Hibernating
15376,40,3,1233.3600000000001,Need Attention
15379,169,7,3703.29,At Risk
15380,9,5,1690.2600000000002,Champions
15381,214,2,596.85,At Risk
15382,15,6,5955.71,Champions
15384,170,2,642.41,At Risk
15385,40,1,316.88,Normal
15386,186,1,394.14,Hibernating
15388,270,1,140.54,Hibernating
15389,172,1,500.0,Hibernating
15392,5,4,1535.53,Champions
15393,16,2,231.86,Normal
15394,10,4,2183.54,Champions
15395,326,1,107.45,Hibernating
15396,113,1,288.18,Hibernating
15397,290,1,94.0,Hibernating
15398,16,2,1345.53,Potential Loyalist
15399,1,3,815.77,Potential Loyalist
15400,92,5,716.2,At Risk
15402,149,2,626.77,At Risk
15405,189,1,349.1,Hibernating
15406,31,2,510.71000000000004,Potential Loyalist
15407,34,4,1056.44,Loyal
15408,264,1,267.18,Hibernating
15410,84,8,3450.84,At Risk
15411,26,4,1358.88,Champions
15412,171,1,190.53,Hibernating
15414,10,3,774.9000000000001,Potential Loyalist
15415,313,1,572.8100000000001,Hibernating
15416,65,4,3984.32,Loyal
15417,85,1,508.8,Hibernating
15419,25,1,135.86,New Customer
15421,59,4,950.36,Loyal
15422,323,2,97.7,Normal
15423,38,1,43.5,Normal
15424,254,2,383.34,Normal
15426,19,5,1447.39,Champions
15427,33,3,1483.14,Potential Loyalist
15428,15,1,93.78,New Customer
15429,27,2,397.35,Potential Loyalist
15432,23,1,171.19,New Customer
15433,214,2,533.3,At Risk
15434,8,5,1041.48,Champions
15435,22,1,149.29,New Customer
15436,12,3,1122.53,Potential Loyalist
15437,262,1,200.16,Hibernating
15438,131,1,156.57999999999998,Hibernating
15440,55,3,383.68,Need Attention
15442,249,1,594.0,Hibernating
15443,2,7,3236.91,Champions
15444,9,2,1418.26,Potential Loyalist
15445,264,1,113.5,Hibernating
15447,331,1,155.17,Hibernating
15448,313,1,494.64,Hibernating
15449,26,3,974.52,Potential Loyalist
15450,30,1,429.84,New Customer
15452,30,3,538.73,Potential Loyalist
15453,2,7,1388.37,Champions
15454,362,1,179.1,Hibernating
15456,283,3,447.22,Normal
15457,262,1,237.07,Hibernating
15458,25,1,161.64,New Customer
15460,354,1,216.76,Hibernating
15462,94,3,234.6,Normal
15463,29,1,126.14,New Customer
15464,338,1,1048.85,Hibernating
15465,20,18,7354.62,Champions
15466,85,1,334.53,Hibernating
15467,9,3,524.88,Potential Loyalist
15468,51,2,467.51,Need Attention
15469,50,2,538.55,Need Attention
15471,2,1,469.48,New Customer
15472,113,1,371.56,Hibernating
15473,14,7,1771.2,Champions
15475,77,1,454.10999999999996,Hibernating
15478,40,2,1441.42,Need Attention
15480,116,1,905.5,Hibernating
15482,16,12,11054.96,Champions
15483,161,4,233.81,Normal
15484,1,4,3594.31,Champions
15485,30,3,2575.0,Potential Loyalist
15488,93,1,91.32000000000001,Hibernating
15489,23,3,1134.28,Potential Loyalist
15491,95,6,3100.09,At Risk
15492,28,2,659.4599999999999,Potential Loyalist
15493,33,5,2001.8,Champions
15494,21,2,1299.23,Potential Loyalist
15497,18,2,1262.2,Potential Loyalist
15498,3,27,13316.4,Champions
15500,8,4,1131.56,Champions
15502,16,12,10384.93,Champions
15503,363,1,147.09,Hibernating
15504,81,1,52.83,Hibernating
15505,53,5,3610.96,Loyal
15506,23,3,979.26,Potential Loyalist
15507,172,1,492.36,Hibernating
15508,189,6,1000.27,Can't Lose
15510,331,1,250.0,Hibernating
15511,12,5,909.23,Loyal
15512,156,2,121.0,Normal
15513,33,19,14758.220000000001,Champions
15514,12,11,4139.46,Champions
15516,45,3,62.43,Normal
15517,233,1,267.03,Hibernating
15518,64,8,1942.45,Loyal
15520,2,1,343.5,New Customer
15521,40,8,3000.2,Loyal
15522,33,2,398.84,Potential Loyalist
15523,84,1,412.01000000000005,Hibernating
15524,25,1,440.0,New Customer
15525,2,3,825.92,Potential Loyalist
15526,33,2,148.44,Normal
15527,19,8,2429.78,Champions
15528,254,1,229.33,Hibernating
15529,23,11,3995.23,Champions
15530,22,4,1502.35,Champions
15531,8,2,2007.44,Potential Loyalist
15532,25,4,1580.93,Champions
15533,19,3,807.57,Potential Loyalist
15535,173,4,536.4,At Risk
15537,163,1,110.92,Hibernating
15539,7,1,538.46,New Customer
15540,11,1,213.3,New Customer
15541,114,1,85.13000000000001,Hibernating
15543,288,1,127.86,Hibernating
15544,9,9,3546.71,Champions
15545,54,2,292.71999999999997,Need Attention
15547,7,14,4954.84,Champions
15549,77,3,1693.26,At Risk
15550,4,4,575.63,Loyal
15551,37,1,436.06,Normal
15552,217,1,90.12,Hibernating
15553,60,1,437.23,Normal
15554,278,1,217.2,Hibernating
15555,12,16,4805.17,Champions
15556,24,1,279.77,New Customer
15557,29,1,473.65000000000003,New Customer
15561,12,4,800.59,Loyal
15562,352,1,134.55,Hibernating
15563,22,4,1400.44,Champions
15565,50,2,173.16,Normal
15567,19,1,186.01,New Customer
15568,3,3,758.29,Potential Loyalist
15569,104,5,1375.71,At Risk
15570,7,12,4165.52,Champions
15571,12,4,650.4300000000001,Loyal
15572,5,7,2552.86,Champions
15573,32,2,607.45,Potential Loyalist
15574,178,4,702.25,At Risk
15576,38,1,940.6700000000001,Normal
15577,151,3,258.88,Normal
15578,162,1,127.1,Hibernating
15579,69,2,348.6,Need Attention
15581,121,13,3679.9700000000003,At Risk
15582,25,3,682.9100000000001,Potential Loyalist
15584,24,4,725.11,Loyal
15585,177,1,455.3,Hibernating
15587,50,4,913.6800000000001,Loyal
15589,256,3,478.53000000000003,Normal
15592,47,1,388.58,Normal
15593,71,1,199.8,Normal
15594,16,5,1771.78,Champions
15596,101,5,1406.59,At Risk
15597,35,1,324.57,Normal
15598,53,1,240.68,Normal
15599,27,2,761.74,Potential Loyalist
15601,11,14,6776.56,Champions
15602,8,9,1297.8700000000001,Champions
15603,79,1,48.480000000000004,Hibernating
15604,52,1,216.39,Normal
15605,36,5,1198.23,Loyal
15606,61,9,2920.16,Loyal
15607,337,1,104.76,Hibernating
15608,28,4,1093.68,Champions
15609,184,1,298.48,Hibernating
15610,52,1,112.46000000000001,Normal
15611,10,13,1591.45,Champions
15612,36,2,195.15,Normal
15615,10,23,10399.74,Champions
15618,33,4,776.851,Loyal
15619,11,1,336.40000000000003,New Customer
15620,57,3,1553.18,Need Attention
15621,4,4,1293.03,Champions
15622,43,9,3709.56,Loyal
15623,141,1,301.03,Hibernating
15624,117,4,588.13,At Risk
15625,104,4,1534.26,At Risk
15626,75,2,675.8,At Risk
15628,5,9,2870.2400000000002,Champions
15630,45,2,1186.35,Need Attention
15632,16,8,3285.31,Champions
15634,17,1,243.55,New Customer
15636,90,2,724.76,At Risk
15637,53,1,223.36,Normal
15639,134,1,425.32,Hibernating
15640,4,15,12515.66,Champions
15641,105,4,1887.2,At Risk
15643,192,3,664.0,At Risk
15644,166,4,813.0,At Risk
15645,19,1,612.01,New Customer
